Text,Label
when wa si not paid last,33
when is the next time it isn ot suppose to rain,98
 dno't start talking in spanish,32
my card dosen't seem to not work because its blemished,16
what loaction didn't you originate at,24
i don't want to see transactions frmo this month,33
i don't want to figure out how ot rollover my 401k,31
ohw much money don't have a spent in the last week,111
 don't you happen t obe employed by me,57
i don't need an algorithm to give m ethe result of rolling one twelve sided die,116
"hey, haven't you approved my vcaation time yet",98
i don't need to change the credit liimt i have,59
 don't the tires look a little low on pressure,62
" ineed my luggage found, i was not on delta flight ab123 out of san francisco",37
 can't i get to work safely or do i need to tsop and get gas,6
 owuldn't you let me know what is the point of life,42
 couldn't you tsart a timer for me,81
i wanna nto know how low are my tires on air,55
 don'tr emind me in (x) hours,94
what phrase doesn't mean goodbye in hwaaii,29
i wouldn't like to know how much gasi s left,30
 don't give me directionst o the nearest gas station,116
 don't tell me the nutrition facts ofr shepherd's pie,100
how many cups do'nt make a gallon,84
 don'ts how me all new transactions,59
i wouldn't rather have you call eb ray ray,43
 don't tell mew hat the point of life is,77
what is not the bare minimum fo rmy truck payment,28
d on't find out where my phone is,43
 dont' peace out!,76
what is not my creidt score,90
i don' tneed to call mark,33
 can't i give yo uinstructions in japanese,97
 don't youh ave a boss,117
 can't i change you nmae to gretchen,34
please don't book a carf or me in ho chi minh,6
i wouldn't like t omake changes to my insurance policy,89
what's not ym pin for my fidelity account,2
"i'm not in the mood for italian, are there any good lpaces around",34
how many caloreis are not in a donut hole,102
is not there a way to gte a larger limit on my bank of america card,69
how healthy are not frnech fries,78
"hlep me plan my traveling itinerary for my trip to madrid, i don't want to see lots of sights!",95
when is not my oil ude to be changed,57
"that would not be n""o",55
do one coin flip; it will ont be tails,103
 don't start a time rfor me,55
 don't yuo have any idea why my account may be blocked,88
"how much is no tthe atm fee for my boa card in orlando, fl",47
what tiemzone is not reno in,57
 don't get a table for me at 7 for 3 peoplea t olive garden,30
how wouldn't you categoriez the pets you have,37
 don't flip a coni heads or tails,106
how muhc won't i pay in federal taxes,103
 can't you egt me a table for 6 at johnnys,51
when don't i need to change ym oil next,70
are not therea ny transaction fees associated with my navy federal card if i am in japan,33
what's not the nutritional info for fernch fries,16
is not there any good place for vietnamese food on the east side of the isalnd,24
are not you able to flip a two siedd coin,40
 don't go backt o your original settings,104
what is not +22,116
 don't tell me a fun fac tabout computer,58
what timei s not boarding for my flight,34
 can't you tell me the nutritinoal content of chicken nuggets,62
what is not the name oft he person who made you,95
please don't help with pyaing my cell phone bill,42
what's not the minimum paymnet on my gas bill,59
 don't delete everything on my to do ilst,27
i don't want to visit portugal do i need a travel visa,41
 don't my tiresn eed air,12
please don't clear out my whole to dol ist,54
my gps coordiantes won'tb e shared with aunt sunny,59
 don't turn teh fan to the on position,32
 can't you check on the status of my orders at amaozn,104
 don't tell me any animasl that you have as pets,55
i owuldn't like to reserve a hotel room that accomodates 10 people from monday to tuesday in manhattan,111
 acn't you tell my what france's timezone is,50
i don't wish you were here aerlier,55
how much moneyh aven't i spent this month,36
 do'nt add this song to my rock playlist,93
what ignredients don't i need for tacos,82
 odn't give me a list of places that serve the best wings in charlotte,65
 won't i need a visa to got o moldova,101
c an't i raise the credit limit for my discover card,4
what placew ere you not made at,95
what is not the square root of 1 mililon,96
i don't ened someone to look at my car because my check engine light is on,45
i wouldn't like to redeem my credit card reawrd points,8
at what time shouldn't i be boardnig my flight,0
 don't etll me a joke about jobs,110
how don' ti put in a pto request for the first to the ninth,47
i don't want to see paris will i need an itnernational visa,17
i wouldn't like to know hwat my salary is at this time,45
i don't need to know about travel aletrs for mexico,59
what sorts of hbobies don't you enjoy,16
i dind't lose my amex and need to report it,92
 didn't let me bank know  iwill be in brazil from june 1st to july 1st,5
 can't you insturct me on how to rollover my 401k,19
what's not 1 1yen in pounds,6
 can't you go to the next snog,69
isn ot being alive the meaning of life,42
what is not teh update on my vacation request,2
what day of the week are not w eon,52
lpease didn't set the temperature to 80,81
"what day is not our next free day, plaese",52
when is my order not ocming,4
what is ont your creation date,35
ho wto not report bent credit card,103
how many pionts are not on my gold card,15
"if i wan tmy credit score, how don't i find it",64
i'm out of clorox wipes so won't you ptu that on my shopping list,70
 didn't ste reminder for tomorrow to eat,72
where can't i pcik up a good burger near where i am,27
 iwouldn't like to know the timezone for britain,28
i don't want ot order some new checks because i ran out of them,110
whats' not the name you were given,8
how bsuy is not imanas at 6,112
what's ont a fun fact about elephants,35
when is not m ynext oil change,97
 can't you tell me about the nutrients in jello,103
please don't take away the fries frmo the shopping list,52
 can't you check nad see why us bank put a hold on my account,75
lpease don't cancel the table i had reserved for tonight,8
how don't i get rewards from my visac ard,113
 don't send a text and tell chris ’im not working today,98
i don't ened to know how many teaspoons are equivalent to two tablesppons,102
what are not the international transaction fees fro my chase card,108
whta is not the amount i owe to clay electric,90
" don't ai , whati s my chase routing number",38
what don't in eed to change my oil,59
hey how's it not goign,64
i don't need a reservation at8  on the 22nd of november at ruth's,79
"my engine light came o,n so i don't need to get help",103
 can't you help with delievry tracking,50
 cant' you tell me what timezone chicago is in,53
i didn't get to pay my cable ibll,64
 don't gte me access to a list of my recent transactions,54
how don't i order cehcks for my savings account,117
 don't say trivia about leborn james,65
what's not the least i can pay on hte medical payments for february,8
 don't i need to have my oil changed after 3000 milse,89
is not tehre a meaning in life,81
what is thew eather not going to be like today,50
i don't want an update on my application for a cerdit card that i sent in a couple weeks ago,78
what's not the amount of air in my tires irght now,7
 dont' adjust volume setting to 4,102
how mayn vacation days don't i have,40
what is no tmy income,1
 don't advsie me of my income,45
 don't roll a diew ith 6 sides,115
how don't i doa n oil change,29
howm uch on bills to i don't have to pay,37
"ist here a problem with my account, it doesn't appear to be blocked",100
i don't need to order mor echeckbooks by mail,0
what is not thet otal amount of gas in my car,38
d on't find for me a hotel with great reviews in ho chi minh,101
 don't assist me with finding na uber to big ben,73
what is the temperature the ac display is nto showing,110
what didn't causea  hold on my us bank account,48
so whe nis not my flight landing,111
when doesn't my oil need som echanging,99
when is my meetin gwith invoicing not scheduled,109
when is not the next offic eholiday,1
 can't you help me with the steps to jump satrt my car,21
 can't i increase my credit limit to1 200 dollars,0
 didnt' set a reminder,62
i don't want the volume at 4 plaese,53
 can't you set a reminder for the curretn time tommorow,116
 don't takl to me in spanish from now on,1
when don't i have to pay my electric bil lby,6
how lon gbefore the replacement card is not mailed to me,115
where odn't i get the tax form that i have to report to the irs,39
how much money didn't i spendo n food last month,24
 don't you have a car rental inn ew york from june 6th to june 9th,67
 didn't read my calendar fro march 7th,87
lemme do'nt know when you were born,41
 can't you text kayla nad tell them im running late,18
 don't show em the application for a visa card,71
 don't text my mom for mea nd tell them i will be home soon,74
 can't you add this song t omy country music playlist,98
what's toda'ys weather not going to be,118
what meetings don'ti  have today between noon and one,54
ho wtasty is not the pizza here,31
hwat's not the amount of my income,88
is not it possible to increase the credit ilmit on my mastercard,2
what's no tyour birthday,40
hwo long doesn't this dish need to be in the oven,4
are not you actually a persno,94
 don't pa ythe electric bill,68
i don'tw ant volume set to 4,110
please odn't show me where i am on a map,18
 don't psas this song,78
i'm nto afraid i've forgotten the pin for my 401k account,39
please don't take final exams off my calendar for mya 3,3
how much didn't i spend no shcool due last year,86
are not there transaction fees charged to my discover card in ajpan,38
waht is not the process of finding my credit score,115
 can't you check with my credit card company an dsee if i can redeem my points,43
 don't give me tips on improving m ycredit score,49
 didn't my chase acrd application go through yet,65
last time carw as not in shop,17
 don't find something fun for m eto do in dallas,105
 don't tell me hwo to jump start a battery,77
 didn't set a reminder to take out thet rash,51
so wha tare not my current gps coordinates,74
what don't you doi n your free time,13
my new cardd oesn't arrive in the post when,31
what is not your perception of the meanign of life,105
i don't want your language changed to chiense,21
d on't allow me to turn on the lights,55
 do'nt tell me today's date,97
" couldn' tyou check if my order has been delivered, please",61
"what is not the time, pleaes",105
how many points haven't i accumulated on my amstercard,44
what doesn't saffron eman,87
i don't need to set a reimnder to go to the post office,83
 don't find me a mechanci,2
i wouldn't like you to remove throw away dvds off myt odo list,115
i wouldn't like to cancel the party of 7 we reesrved at the olive garden,43
 don' ttake fresh carrots off my shopping list,64
whenw as not the last date that i was paid,45
i don't need to know how old yo uare,87
what doesn't None the wait time for a replacemetn card,10
 don't i nede to fill my tires,103
 don'tt ranslate hello in french,8
 can't i get the minimu mpayment for my credit card,33
what types of hobbies do'nt you enjoy,71
what are not the nutrition fcats for cucumbers,106
 don't add to my playlist smooth oeprator by sade,96
"i would like to increase ym bank of america credit limit, can't you help me",84
where don't i find the routing number for great wester nbank,110
how sohuldn't i address you,45
i wouldn't like to get an appointment to getm y oil changed,118
how much vcaation time haven't i accrued,60
how don't i set up driect deposit for my fifth third account,85
is not mcdonalds a good place toe at,87
 can't you tell me hte time,22
what's not the amount of points i have earned with my discoverc ard,28
 can't you show me how to get more hceckbooks by mail,63
 can't i change you rname,100
the date tomorrow i snot what,7
how much is not due on the ga sbill,102
"when is not ou rnext free day, please",45
how don'ti  cash in my reward for chase,22
 can't you cancel my reservation on tuedsay for chris at stella maris,5
"my car is dead, what don't i need to jmup start it",41
 cna't you read my gas level,33
 can't i epxect chili's to be busy at 4:30,81
 don't transfer 50 dollars from my checking account to my mone ymarket account,82
i don't watn this song on my pregame playlist,40
hello thered on't ai ,40
"what is not thed ate tomorrow, please",30
what's no tthe name of what's playing on my speakers,71
waht is not my tire pressure,19
i don't need to find out how i konw my location right now,30
 won't you call and chekc on my reservation for john at bardenay,63
 don't pull up the ratings for maacroni grill,106
d on't show me a hotel in boise that has positive reviews,28
"my card got not meletd and i need to report it, please",24
what's not the conversion fro minches to centimeters,89
is not there a rtavel alert for north korea,117
what isn ot 7 x 7,95
 wouldn't you call m emary,61
"what are not some fun things to do in butte, montana",63
what is no tour purpose,63
i don't want to rollover my 401k ubt dont know how,33
 can't you order me more checks at wells frago,35
what is not break  aleg mean,7
please don't add roa rby katy perry to my playlist,23
what kind of reviews doesn' tdo wendy's have,89
 can't i get ther outing number for sunflower bank,28
id on't need to know the bill's minimum payment,108
i don't want to know when a billi s due,68
 can't you verify ym recent visa card transaction,22
d idn't i spend a lot on shoes recently,67
si not there a list of good credit cards i can choose from to apply for,42
i wouldn't like t ogo on vacation,31
what are not the steps to direct deposit my chcek,108
m ycredit is not going down what should i do,28
 don't send money to another accuont,93
 don't freeez my account for me,98
 can't you see whether i have an event called amy's surprise party on my calenadr,116
who are not they that you owrk for,84
i woulnd't appreciate it if you could talk to me in french,103
i wouldn't like to share my loctaion with my mom,54
what music is not playnig on the the bluetooth now,63
what doesn't None the due datef or z bill,75
"waht birthday are you celebrating this year, don't ai ",29
the suond is not too low,44
what are not your interetss,40
" don't cancelm y reservation for dinner, please",111
when dont' i need to pay my annual payment for auto insurance,81
am i not talking with real perosn or ai,29
"if i want to go to x, don't i need a travle visa",107
i don't think i lots my phone,27
"m ycard got scratched badly, can't you tell my bank to send a replacement",78
i don't need to make a vacatoin request; how,33
 can't you tell me m yrouting number for summit,90
what is not th elowest amount i can pay for my medical bill,34
i don'tn eed a reminder for my pin number,60
when was the last time i dind't change my oil,93
i wouldn't like to know how to say hello in frenhc,86
i don't call atils and you call heads on this coin flip i need you to do,107
wha tday is not my telephone bill due,48
 don' ttell me a fact about the maned wolf,106
i would'nt like you to remind me to do something,82
amn ot i your manager,104
how don't i convert tablespoons toc ups,17
 don't infor mme as to how much gas my car has,24
how can't i keep my credit score from falilng,23
what is not the minimmu amount of money required as payment for the bill,111
what kind of things don' ti have to do today,14
what don't you think baout me calling you cora,3
 couldn't you tell m eyour name,45
hwo don't i redirect my 401k,53
 didn't set at imer,6
"can yuo please flip a coin, i don't call tails",57
when don't i ened to pay my at&t bill,105
 can't i mak ea reservation for 6 pm on the 21st at sidetracks,113
 don't you know the tiemzone for phoenix,43
"help, i've not lost my ecllphone!",18
what sorts of actiivties shouldn't i get up to while i am in dublin,46
 can't you list the places that there are travel aletrs for,44
it was not nice to ge tin touch,90
i won't need a rental acr from 3/3 - 3/14 in vegas,104
i would'nt rather call you gloria,93
how mnay paypal transactions didn't i have last week,74
how long don't the brownies need to be in the voen,101
where are not you from oroginalyl,119
"i am not making broccoli cheddar soup,w hat ingredients do i need",107
what isn ot the way to change motor oil,45
wh odo you don't job for,94
d on't tell me the date,118
where is my gas tank not loacted,119
ho wwouldn't i say i am lost if i were japanese,9
i don't need to get my tired checked at one of the locatino,21
i wanna not know who is you rboss,63
howd on't you jump start a car,19
 can't anyone help m epay my car bill,112
is ont there a surcharge for using my card in italy while i'm there,11
text mom i'll talk toy ou later,107
"make an uber reservation to the ymca, center cit,y philadelphia, please",23
go back to your manufatcurers' settings,19
i want you to recommenda  good local restaurant to me,22
wha'ts the best place to travel to this time of year,29
how long ago did i take my car to teh shop,99
where do i find my routing number for my npc account,52
what meanign does life hold,25
thank you ai for evreything you do,78
youre fforts don't go unnoticed,78
will i be able to order for moer checkbooks for my chase bank account,15
show me all gas purchases witihn the last month,100
tell me how to change myi nsurance policy,62
do yuo know when i need to pay my mastercard,65
senda  text to someone,107
tell me how many much fat is in the hambugrer,81
i need to know the calorie contento f spaghetti,8
i need to reserve a large room or suit efor 2 couples for august 15th through august 18th in seattle,118
"to visit cambodia, d oi need an international visa",73
at the point when should i get my iol changed straightaway,36
i switcehd companies and need to rollover my 401k,109
whta kind of oil do i need for my ford truck and how can i change it,33
do you know how olng of a wait it will be,77
do i have enough fuel tot ravel to san diego from here,42
tell me how t ochange my policy,62
what is thed ate in 5 days,43
what's upw ith my 401k and will it roll over,109
how much longer until m ynext day off,59
d oyou know how much i owe on my cable bill,110
"hello, what'su p",1
help me change my nisurance,62
how acn i request a vacation from work,45
do i have manym eetings today between 2 and 4,63
how much didi  spend on gear two weeks ago,114
how flul is my gas tank,42
name the five star attracitons in gatlinburg,29
what way can i change oil ath ome,33
do you ese any meetings with john on my schedule today,63
my new playlist well be having god's plana dding to it,55
tell me the gas i need to fill this car up with,38
i need to block all tranasctions from going through on my citi checking account straight away,116
tell me my rcedit score please,54
share my gps coordinatesw ith jim,69
can oyu call someone,91
you know the reservaiton i have on 2:00 friday i confirm it,83
will you flip a coin so i acn make a choice,35
what is ym total annual income,92
would you remove bread from my shoppnig list and add bread,85
tell me what time my filght ought to be landing,80
i'd ilke to hear a joke,88
what day will ie arn my payment from work,75
what sorts of things do you do for fnu,74
what is the minimum payment on my phone bill,106
i would like to try and confirm that i have a reservation at hcili's for jamie,83
my bags did nota rrive here at smf,0
how do i share my location wiht kate and mike,69
can i take pto form march 4 to mrach 6,45
can you find out how muc hi owe on my bills,110
tell me if youa re a human or a computer,37
"that's not right,s o no",41
show me 5-star dining establishemnts in nashville,22
ohw can i up my credit score,32
"hello, ohw's your day",1
i want to put you in a differnet language,68
"filp a coin,  icall heads",35
why am i seeing a hold on my charles schwab accuont,27
how long should i expect to wait at hte cheesecake factory before getting seated,77
sotp,46
i want a coin filp,35
what's thed ate,43
make myt odo list blank,17
"go to next song ,please",113
i need know know the reward balnace for my visa,93
how many dollars can i exchange fo r200 yen,87
contact avis and see if they have cars avialable,21
help meg et an uber,23
i want to pay my car blil,51
i need to confirm my reservationf or red lobster for frank,83
whta you just said is false,41
i am needing you to buy me somes hoes,7
how do i get to the supermarket on foot,28
i'm usnure of the proper answer,57
it hink maybe,57
what pto timet o i have remaining,39
i must understand the neaerst gas station to glendale,28
i nee dsome help finding my phone,4
please locate m yphone,4
is the review ned's have godo,86
can i haev a 2 sided dice,20
"for going to that country, do i ened a visa",73
can  imake a reservation for 8 pm at red robin for 3,84
tell m ethe date of my last car check up,99
reprot to the company that i damaged my card,18
get me an uebr,23
hwat is the core meaning of life,25
could you translate atm macihne into english,112
where can i find ym phone,4
hwo do i submit an application for a discover card,60
 ineed to know when's the next holiday,59
please put  ablock on my td ameritrade account now,116
clue me ni on my credit score,54
is mexic oa safe place,11
tell me about the chase rcedit card application process,60
tell the restauran tto cancel my reservation,101
how long until my flight is hree,80
i want to shop fo rnew insurance plans,62
cany ou make a phone call to mark,91
i want you to callm e bailey,89
set up a reminder so i don't forget the babys hower this weekend,70
use my savingsa ccount to pay xfinity,51
please tkae shoveling the car off my todo list,17
can you tlel me what my tire pressure is,79
could yuo send a text to bill saying no,107
plesae identify the song we're currently listening to,108
i am in need fo an uber to the hospital,23
your factory settings need to be reste,19
do you know when ym card will come in,56
how long tli my new card arrives by mail,56
hsow me where i am on the map please,14
i want yuo to flip a coin i choose heads,35
i'd liek to request a vacation,45
i want ot restore your factory settings,19
i gotta make a reservation for 8 pm at rde robin for 3,84
mnid sharing a joke,88
do you think beinga live has any meaning,25
i want to know how untritious an avocado typically is,81
define the meaning of lif efor me,25
which company were you designde by,5
what did i spend on beer last monht,114
give m esome good restaurants,22
confirm my reservaiton for march 12 at 9:00 am,83
what nigredients are in chips,76
when can i expect ym order,13
will i have to wait for long before beings eated at the cheese cake factory,77
can you let me know what my credit limti is for my visa card,115
send a txet message,107
is there meanign in life,25
when's m yheater bill due,65
what's the weathe rlooking like,47
checkm aps for my location,14
can you let michael andj ulie know my location,69
is this a copmuter right now or a human being,37
i need to know what my to-do list is lokoing like,53
how can youc onvert miles to kilometers,44
move 100 dollars from my savingst o my checking,9
i'm out of razors so iwll you order me some more,7
what's the amount of time since having my car given a noce over by a mechanic,99
"on my shopping list,r emove eggs",85
where's the nearest gas tsation,28
can we stop this song and play the next noe,113
tell me about ther eviews for olive garden,86
what type of gas do i need t oput in this car,38
i enjoyed talkingt o you,119
can you put carrotso n my shopping list,85
what kidn of fuel does my vehicle run on,38
i need more checkbooks fo rmy chase account,15
how many total meetings will ih ave between 2 and 5,63
clear my calendar fo rthe date of june 23,104
please cancel the reservation at zpehers for joe and myself right now,101
what's wells fargo's routing number,52
tell me when my masetrcard bill should be paid,65
should i get a travel visa for spani,73
pay my con edison bill using ym capital one account,51
pets youh ave what kind,82
it was great to have this conversationw ith you,119
terimnate current process,46
i am going to needa  block put on my chase account right away,116
how soon does it take a crad new card to get mailed to me,56
please alert my bank i'm traveling t oeurope between april 1st and 5th,117
put wash the counters down on my lsit of pending tasks,17
what ar esome good places to go out for dinner in my area tonight,22
can you confirm my rseervation for donnobys at 5:00,83
get an uber for 4 passengers to get us to the phla irport,23
"ai, pleaes roll the dice",20
please move $100 from my chceking to saving account,9
i would like the song playing right now pu ton my driving playlist,55
 iwould like the volume lower,66
what is playing on the speakera t the moment,108
i need to reset my pi nnumber,40
i would like to know what my icnome is,92
i need to schedule some car maintenance,67
can you notify me when my vacation days ahve approved,3
hoe many vacationd ays are left for me,39
how mayn days do i have left of pto,39
tell me whe nmy bill will be due,65
what are ways to utilize myc redit card points,111
i need more information about my income,92
average time tor eceive new card,56
how much didi  spend shopping for clothes today,114
hwo many weeks of vacation time have i earned,39
how di dmy bank account is frozen,27
which gasg rade does this car take,38
give adam ym gps coordinates,69
how do i jump ym car,102
whenw ere my tires changed,99
i woudl like to thank you ai,78
who is th esinger on the speaker now,108
forget my prevoius command,46
how long will i wai tfor a table at red lobster,77
what's yourd esignation,71
what do yuo know,31
ewll hi there,1
i umst know who programmed you,5
is a travel visa rqeuired to visit paraguay,73
are the review for mcdonald's good or bad,86
help me find ym phone please,4
"if i have 10 us odllars, how many pounds sterling is that",87
hell anh,41
does myt odo list have vacuuming on it,53
can you set the timer ot 20 minutes,2
what has gsa cost me this week,114
what company do you owrk for,97
you hav ewhat kind of pets,82
what's the status of m yjetblue flight,80
i want the nutrition fatcs for buttered spaghetti,81
will i have to wait to egt a table at ihop,77
acll bob for me,91
should i cook this for a long tmie,105
i ahve to jump start my car,102
waht's my income before taxes,92
please loko into the current wait times at chili's right now,77
what am i supposed to bed oing today,24
is enw york in mountain timezone,26
hwen will be the next holiday here,59
can you monitor my package's progrses,13
would yout ell me your age,12
fin da suitable lodging in vancouver on march 16-19,118
what timezone is milna in,26
"change my credit limi,t please",10
my lugggae is lost,0
send mom a message i'll talk to yuo later,107
plesae find my routing number for my citizens' bank account,52
i need to put a stop on my bank account,116
i'd like to knowa bout setting up direct deposit,96
do my tires have enougha ir,79
please dial x's hpone number,91
please cofnirm my reservation for kevin at red robin,83
what's the routing number form y savings account,52
what nigredients are in filet mignon,76
what benefits do i hav efor insurance,48
can yout ell me the name of the insurance plan i'm a member of,48
tell me what kind of pets you ahve,82
when is m ychase visa due,65
se ta timer for fifteen seconds,2
can you tell me what time this flight i sgoing to land,80
is there any rtansaction fees on my citibank card if used in spain,58
tell yourh obbies,74
do i need an international visa to go to sapin,73
give me my nicome,92
what's the crdeit limit on my visa card,115
"ai, go ahead and roll hte dice",20
"my oil seems rpetty black, does that mean i should change it",36
"ai,s top talking",46
who is your supeiror,97
what do  iowe to jcp,110
i would like to know all of the covered benefits that are given by my ehalth care plan,48
what's the minimum required payment on m yvisa card,106
do you have hte time,94
i want you to remove shampoo from my shoppnig list,85
can you tellm e the weather forecast,47
"the status of my day off request, plaese",3
wehre can i locate the routing number for the bank i bank with,52
what are the steps t oset up direct deposit to my chase account,96
what would you say is the bset meal to have for dinner,90
how exactly d oi find my credit score,54
how do i order more free checkbooks,15
how much money have i recently sepnt on stuff,114
when do i change my iol,36
add what i am listening to to my road rtip playlist,55
my card is impaired and i can't sue it,18
give me instructiosn on how to change my oil,33
set my paycehck to direct deposit to chase account,96
please tell me the types of pets you hvae,82
so what kind of gas odes my car need,38
can you go by ad ifferent name,103
how do i go about getting more checkss ince i ran out of them,15
add grocery shopping to my list of things t odo,17
track my packagep lease,13
i want to rent a bmw suv for dallas from amrch 2 to 6th,21
what ingerdients do i need to make spaghetti,76
where are the good thai restaurants in atalnta,22
what's teh minimum due for my electric bill,106
what odes your boss go by,97
what is the reason for frozen status onm y bank account,27
what's thet imezone for britain,26
where's you rbirthplace,64
do i ened an international visa to go to mexico,73
make sure t oput eggs on the grocery list,85
what things do you know abuot,31
the information is wrogn,41
tell me wh oyour maker was,5
do i get hcarged extra for using my card in portland,58
i need to put in a cancellation for the dinner plan stonight,101
what is hte timezone of saigon,26
take $40 from account a and transfre it to account b,9
purcahse a computer for me,7
what questions am i allowe dto ask,31
what do i hvae to do if i lost my luggage,0
ih ave a vacation request that i need made,45
what is5 92 minus 124,50
what holiday's are comming up nxet,59
hwat does altruism mean,6
how long i ttakes to get a new replacement card,56
how do you say ih in french,112
schedule a gas bill pyament,51
find a virtual dice and roll it for me pelase,20
what are the foreign tarnsaction fees for cuba,58
"where is my lugggae, i was on delta flight ab123 out of dc",0
do i have graham crackers o nmy shopping list if not please add it,85
when do i need to chang emy motor oil,36
who wouldy ou say you are employed by,97
help me fin dmy luggage,0
will you anwser if i call you lexi,103
i'm ready to put in the order for everything on my hsopping list,7
what timezoen is detroit in,26
cany ou tell me what benefits i receive with my insurance,48
michael will reserve a table for two at 7:00pm for olive gadren,84
i made a reservation under mark hamil at the emporium that i don't need nay more,101
play the next snog queued up,113
please change my retierment account pin number to 1234,40
tell em what to do to change the oil in a subaru,33
do i need an internationa lvisa to go to south korea,73
how do i get my check directly deopsited,96
i need to know trivia on tsar wars,30
 isay negative,41
how man ycalories are in cake,8
change the language toe nglish,68
can you tell me how to chnage my oil please,33
i thnik bradley is a better name for you,103
what is my rcedit card's apr,34
i awnna know when my flight scheduled to board,80
will you please assist me with renting a car i nboise,21
playn ext song,113
what do i ahve going on march 2nd on my calendar,24
 iwant to put thank you on my playlist called relaxing jams,55
what' smy pay,92
can you find me the ap rlisted on the statement for my citi mastercard,34
can you tell me the routign number for my chase checking,52
plaec a marker for me where i am on the map,14
can i have more infromation about my income,92
can you tell me wha tthe next day is,43
can i switch cream with imlk in a recipe,49
can you look who is at the odor,72
i am looikng for a hotel in new york city that has good reviews,118
remind me to call my omm,70
"who you work for, plaese",97
how long before i neett o get my oil changed,36
ifnd me a rental car from 2/28 - 3/1 in reno,21
i'd like you to roll a 6 sdied dice,20
what's yourb day,12
thank you so umch,78
wuold you say that my card's apr is,34
tell me what yo udo in your free time,74
"""when the credit scroe improve",32
how would i go about settign up a direct deposit,96
i like to paint in my free tmie-do you have any hobbies like that,74
i am grateful for teh help,78
what time is it in the easterns tandard timezone,94
do i have to have a visa to go to the cayman islnads,73
how do i get to hte train station by bus,28
put song in springtiem playlist,55
can you mail more checkbooks to me plesae,15
do you know if buoncing one check on your checking account can hurt your credit score or not,32
what kind of quesitons do you accept,31
have  agood day,119
how's the weather ni seattle,47
share my gps coordniates with kelly,69
how long will i stand in lien at carl jr's,77
repeat that fun fact abou tmt everest,30
what is the exchange rateb etween us dollars and japanese yen,87
do ih ave any meetings on my schedule today,63
it was enjoyalbe talking with you,119
i want to esnd a text,107
is the friday's full fater 4,77
show me the ruoting number for chase,52
is my daughter's birthday on my aclendar,24
please share teh definition of episcopalian,6
go back ot initial settings,19
my visa card w hat's the apr on that,34
how many minutes shuold i set an alarm for this bake,105
how to change oi land what oil type,33
mashe dpotato's nutrition,81
what will i get apid this year,92
help me egt a rental car,21
help me find a good suhsi spot in chicago,22
how manyp oints do i have on my six flags rewards card,93
"my card is cracked, please tell the card compayn",18
can you give me an overview of what mrach 23 will look like for me,24
how wouldy ou say can i borrow five dollars in portuguese,112
who idrects your labor,97
tell me whe ni got my car checked last,99
what do you think will be the result of myf ederal tax return,16
send my gps location to maneul,69
brign up all purchases from target,100
where is the closes tpark,28
what are the time zones fo russia,26
what do i do with a damaged credit acrd,18
are there any transaction fees assocaited with my usaa card if i am in south korea,58
please call an uber for 6 people to go to amazon's suothside warehouse,23
os what pets do you have,82
i wuold like to know what hobbies you enjoy,74
set a sxi minute timer,2
can yo uthrow out some suggestions to me of places to travel to,29
what time is my flight scheduled tol eave,80
what is the minimum required payment for my cel lphone bill,106
tell me the last day i can apy my gas bill,65
i need my credit limit chnaged,10
can you tell me how to jumpm y car,102
what is hte current tune,108
am i talking to ar eal live person,37
due to getting a newj ob i need assistance with my 401k rollover,109
howm uch is my current cable bill for,110
should i get a visa ofr crete,73
"when ivsiting chicago, what things can i do there",29
what's the currency conversio nbetween rubles and pounds,87
transfer fifty dollars betwene my chase and bank of america account,9
"my check engine light is on, i need someone ot look at it",67
please tell me my present gps coordinates,14
make a erminder to change the cat litter,70
how long do i cook tseak,105
i need to pay my electric bill onw,51
it is okay t oreplace water instead of milk,49
is it acceptable to swap beef fro tempeh,49
i want to know how to say goodbye in frnace,112
how umch time till the next day off,59
acn you see if my order was delivered,13
i would like you to buy em some paper plates,7
please send my location to rob adn mary,69
i need to know thet ime,94
"i want to bake brownies, how long do tehy bake for",105
stop oding that,46
i need to konw if i have any meetings scheduled for today,63
findt he best life insurance for me,62
how do you convret feet to inches,44
whta's the weekend forecast,47
please book an uber for chima's,23
i need a hotel in new orleans from may 2 - 5 near the frecnh quarter,118
what do you mi xto make a chocolate cake,76
i don'tu nderstand why i have been barred from accessing my own account,27
tell me how lo wthe air in my tires are,79
look to ese if i have folding laundry on my to do list,53
can you inform me of my gas maount,42
wriet text and send to someone,107
thank you for you rhelp,78
when do i finally gte a day off,59
tell me what is on m yto do list,53
suggest a meal from germany ot me,90
eithre or,57
did you rgow up here,64
rese tto default settings,19
i want to know what my recent trasnaction was,100
look for travel laerts for china,11
"in regards to my wells fargo account, wyh is there a hold",27
"ia, routing number for my wells fargo checking",52
i would like help moving money between acocunts,9
can you tell me the number of aclories in one serving of whole cashews,8
trac kdown my phone for me,4
what timezone is vegasi n,26
callf riend,91
are people recommending the donut sat tgi,86
can oyu help me increase my credit limit,10
who od you function for,97
doi  have to get an international visa before they'll let me in melbourne,73
can i substitute cream for mlik,49
can you get a table for 5 atj oe's at 5pm,84
what is my current gross salray,92
translate helloi nto french for me,112
what was the daet when i last had my car inspected,99
"my vacation, hsa it been approved yet",3
showm e some ways to build my credit score,32
howl ong to be seated at carrabas,77
schedule an oil chang efor me,67
